,EMPRESA_SIGLA,ANO,MES,MERCADO,RPK
879380,GLO,2020,10,SBGRSBVC,4262790.0
879381,GLO,2020,10,SBSVSBVC,108171.0
879382,GLO,2020,10,SBBRSBVT,1875630.0
879385,GLO,2020,10,SBGLSBVT,828894.0
879387,GLO,2020,10,SBGRSBVT,8201550.0
879388,GLO,2020,10,SBRJSBVT,1535220.0
879389,GLO,2020,10,SBSVSBVT,2486420.0
879390,GLO,2020,10,SBGRSBZM,311176.0
879395,GLO,2020,11,SBARSBBR,2538780.0
879397,GLO,2020,11,SBARSBGL,5551350.0
879398,GLO,2020,11,SBARSBGR,15817300.0
879401,GLO,2020,11,SBBESBBR,11774000.0
879402,GLO,2020,11,SBBESBCJ,163392.0
879403,GLO,2020,11,SBBESBEG,2579810.0
879405,GLO,2020,11,SBBESBFZ,6669460.0
879406,GLO,2020,11,SBBESBGL,4614480.0
879407,GLO,2020,11,SBBESBGR,15843900.0
879408,GLO,2020,11,SBBESBMQ,1544000.0
879409,GLO,2020,11,SBBESBSL,128870.0
879410,GLO,2020,11,SBBESBSN,2252120.0
879411,GLO,2020,11,SBARSBBR,2372110.0
879412,GLO,2020,11,SBBESBBR,11230800.0
879415,GLO,2020,11,SBBRSBBV,8549060.0
879416,GLO,2020,11,SBBRSBCF,2347450.0
879417,GLO,2020,11,SBBRSBCG,113133.0
879419,GLO,2020,11,SBBRSBCJ,1213260.0
879420,GLO,2020,11,SBBRSBCT,4362620.0
879421,GLO,2020,11,SBBRSBCY,2218710.0
879422,GLO,2020,11,SBBRSBCZ,NULL
879423,GLO,2020,11,SBBRSBEG,7127490.0
879424,GLO,2020,11,SBBRSBFL,3014320.0
879425,GLO,2020,11,SBBRSBFZ,14167100.0
879426,GLO,2020,11,SBBRSBGL,5727120.0
879427,GLO,2020,11,SBBRSBGO,1075800.0
879430,GLO,2020,11,SBBRSBGR,13933900.0
879431,GLO,2020,11,SBBRSBJP,6990750.0
879432,GLO,2020,11,SBBRSBKP,3049160.0
879433,GLO,2020,11,SBBRSBMA,3349920.0
879435,GLO,2020,11,SBBRSBMO,6355700.0
879436,GLO,2020,11,SBBRSBMQ,5291130.0
879437,GLO,2020,11,SBBRSBNF,598288.0
879438,GLO,2020,11,SBBRSBPA,6450500.0
879439,GLO,2020,11,SBBRSBPJ,2970670.0
879440,GLO,2020,11,SBBRSBPV,6492510.0
879441,GLO,2020,11,SBBRSBRB,9014700.0
879442,GLO,2020,11,SBBRSBRF,14725600.0
879443,GLO,2020,11,SBBRSBRJ,9697600.0
879444,GLO,2020,11,SBBRSBSG,7797710.0
879445,GLO,2020,11,SBBRSBSL,5905070.0
879446,GLO,2020,11,SBBRSBSN,771714.0
879447,GLO,2020,11,SBBRSBSP,11118000.0
879448,GLO,2020,11,SBBRSBSV,9695560.0
879449,GLO,2020,11,SBBRSBTE,3634380.0
879450,GLO,2020,11,SBBRSBVT,1797360.0
879451,GLO,2020,11,SBBRSBBV,9555570.0
879453,GLO,2020,11,SBCASBGR,1989870.0
879456,GLO,2020,11,SBBRSBCF,2117550.0
879460,GLO,2020,11,SBCFSBGL,545172.0
879461,GLO,2020,11,SBCFSBGR,7049150.0
879462,GLO,2020,11,SBCFSBKP,63373.0
879464,GLO,2020,11,SBCFSBRJ,2059500.0
879465,GLO,2020,11,SBCFSBSP,3710970.0
879467,GLO,2020,11,SBCFSBSV,5070720.0
879468,GLO,2020,11,SBBRSBCG,110502.0
879469,GLO,2020,11,SBCGSBGR,8800620.0
879470,GLO,2020,11,SBCHSBGR,3984390.0
879471,GLO,2020,11,SBBESBCJ,92736.0
879472,GLO,2020,11,SBBRSBCJ,1419350.0
879473,GLO,2020,11,SBBRSBCT,4020710.0
879475,GLO,2020,11,SBCTSBGL,1076130.0
879476,GLO,2020,11,SBCTSBGR,4195630.0
879477,GLO,2020,11,SBCTSBKP,49558.0
879478,GLO,2020,11,SBCTSBPA,660024.0
879479,GLO,2020,11,SBCTSBRJ,3613220.0
879480,GLO,2020,11,SBCTSBSP,2327590.0
879481,GLO,2020,11,SBCXSBGR,1371240.0
879482,GLO,2020,11,SBBRSBCY,2060670.0
879483,GLO,2020,11,SBCYSBGR,13919800.0
879484,GLO,2020,11,SBBRSBCZ,NULL
879485,GLO,2020,11,SBCZSBRB,1065600.0
879486,GLO,2020,11,SBDNSBGR,780584.0
879489,GLO,2020,11,SBBESBEG,2725300.0
879491,GLO,2020,11,SBBRSBEG,7308750.0
879492,GLO,2020,11,SBEGSBFZ,15066600.0
879493,GLO,2020,11,SBEGSBGL,5380830.0
879494,GLO,2020,11,SBEGSBGO,326230.0
879495,GLO,2020,11,SBEGSBGR,16726800.0
879496,GLO,2020,11,SBEGSBPV,87515.0
879497,GLO,2020,11,SBEGSBRB,343296.0
879498,GLO,2020,11,SBEGSBSN,263283.0
879501,GLO,2020,11,SBFISBGL,3207240.0
879503,GLO,2020,11,SBFISBGR,5094500.0
879504,GLO,2020,11,SBBRSBFL,2693700.0
879506,GLO,2020,11,SBFLSBGL,3459520.0
879507,GLO,2020,11,SBFLSBGR,7901130.0
879508,GLO,2020,11,SBFLSBRJ,1738070.0
879510,GLO,2020,11,SBFLSBSP,3639500.0
879512,GLO,2020,11,SBFNSBRF,1094160.0
879513,GLO,2020,11,SBBESBFZ,6479740.0
879514,GLO,2020,11,SBBRSBFZ,13864200.0
879515,GLO,2020,11,SBEGSBFZ,14550300.0
879517,GLO,2020,11,SBFZSBGL,21868000.0
879520,GLO,2020,11,SBFZSBGR,43865400.0
879521,GLO,2020,11,SBFZSBJU,614652.0
879523,GLO,2020,11,SBFZSBRF,5276200.0
879524,GLO,2020,11,SBFZSBSG,223270.0
879525,GLO,2020,11,SBFZSBSL,1366460.0
879527,GLO,2020,11,SBFZSBSP,15358100.0
879529,GLO,2020,11,SBFZSBSV,7613900.0
879530,GLO,2020,11,SBARSBGL,5314840.0
879531,GLO,2020,11,SBBESBGL,4352540.0
879532,GLO,2020,11,SBBRSBGL,5630240.0
879535,GLO,2020,11,SBCFSBGL,517660.0
879537,GLO,2020,11,SBCTSBGL,1095640.0
879538,GLO,2020,11,SBEGSBGL,5073350.0
879540,GLO,2020,11,SBFISBGL,3414920.0
879542,GLO,2020,11,SBFLSBGL,3609800.0
879544,GLO,2020,11,SBFZSBGL,22647300.0
879549,GLO,2020,11,SBGLSBGR,4387070.0
879550,GLO,2020,11,SBGLSBJP,11483700.0
879551,GLO,2020,11,SBGLSBKP,275018.0
879552,GLO,2020,11,SBGLSBMO,7884920.0
879554,GLO,2020,11,SBGLSBNF,2598360.0
879557,GLO,2020,11,SBGLSBPA,4406090.0
879559,GLO,2020,11,SBGLSBRF,20172000.0
879562,GLO,2020,11,SBGLSBSG,18332600.0
879563,GLO,2020,11,SBGLSBSL,3831200.0
879565,GLO,2020,11,SBGLSBSP,491040.0
879566,GLO,2020,11,SBGLSBSV,7489480.0
879567,GLO,2020,11,SBGLSBVT,115368.0
879569,GLO,2020,11,SBBRSBGO,1071890.0
879571,GLO,2020,11,SBGOSBGR,8515530.0
879573,GLO,2020,11,SBGOSBRJ,1590840.0
879575,GLO,2020,11,SBGOSBSP,2412570.0
879576,GLO,2020,11,SBGOSBSV,3523550.0
879577,GLO,2020,11,SBARSBGR,16618600.0
879578,GLO,2020,11,SBBESBGR,15083500.0
879580,GLO,2020,11,SBBRSBGR,13272200.0
879582,GLO,2020,11,SBCASBGR,2025110.0
879583,GLO,2020,11,SBCFSBGR,7191500.0
879584,GLO,2020,11,SBCGSBGR,8664570.0
879585,GLO,2020,11,SBCHSBGR,4184310.0
879586,GLO,2020,11,SBCTSBGR,4437240.0
879587,GLO,2020,11,SBCXSBGR,1415700.0
879588,GLO,2020,11,SBCYSBGR,13460900.0
879589,GLO,2020,11,SBDNSBGR,810566.0
879591,GLO,2020,11,SBEGSBGR,16101100.0
879593,GLO,2020,11,SBFISBGR,5194220.0
879594,GLO,2020,11,SBFLSBGR,8042240.0
879597,GLO,2020,11,SBFZSBGR,44250300.0
879600,GLO,2020,11,SBGLSBGR,3954360.0
879603,GLO,2020,11,SBGOSBGR,8936210.0
879605,GLO,2020,11,SBGRSBIL,8258950.0
879606,GLO,2020,11,SBGRSBJP,18643500.0
879607,GLO,2020,11,SBGRSBJU,14674500.0
879608,GLO,2020,11,SBGRSBJV,275412.0
879609,GLO,2020,11,SBGRSBKG,6124860.0
879611,GLO,2020,11,SBGRSBLO,1088140.0
879612,GLO,2020,11,SBGRSBMG,3842560.0
879613,GLO,2020,11,SBGRSBMK,1212160.0
879615,GLO,2020,11,SBGRSBMO,20250200.0
879616,GLO,2020,11,SBGRSBNF,5699040.0
879619,GLO,2020,11,SBGRSBPA,16350100.0
879620,GLO,2020,11,SBGRSBPF,1573310.0
879621,GLO,2020,11,SBGRSBPL,6863710.0
879623,GLO,2020,11,SBGRSBPS,11399500.0
879624,GLO,2020,11,SBGRSBRF,39902200.0
879625,GLO,2020,11,SBGRSBRJ,3996980.0
879627,GLO,2020,11,SBGRSBSG,24372000.0
879629,GLO,2020,11,SBGRSBSI,2524660.0
879630,GLO,2020,11,SBGRSBSL,11412600.0
879633,GLO,2020,11,SBGRSBSV,27409400.0
879634,GLO,2020,11,SBGRSBTE,13709300.0
879635,GLO,2020,11,SBGRSBUL,1120650.0
879636,GLO,2020,11,SBGRSBVC,4634530.0
879637,GLO,2020,11,SBGRSBVT,6805060.0
879638,GLO,2020,11,SBGRSBZM,273081.0
879643,GLO,2020,11,SBGRSBIL,7899280.0
879644,GLO,2020,11,SBBRSBJP,7485810.0
879645,GLO,2020,11,SBGLSBJP,9966590.0
879646,GLO,2020,11,SBGRSBJP,17198100.0
879647,GLO,2020,11,SBJPSBSV,1111460.0
879648,GLO,2020,11,SBCFSBJU,267540.0
879649,GLO,2020,11,SBFZSBJU,608005.0
879651,GLO,2020,11,SBGRSBJU,12718400.0
879652,GLO,2020,11,SBGRSBJV,214339.0
879653,GLO,2020,11,SBGRSBKG,5653550.0
879654,GLO,2020,11,SBBRSBKP,2748310.0
879655,GLO,2020,11,SBGLSBKP,308450.0
879657,GLO,2020,11,SBKPSBRJ,3212860.0
879659,GLO,2020,11,SBKPSBSP,10668.0
879660,GLO,2020,11,SBKPSBSV,7623880.0
879661,GLO,2020,11,SBGRSBLO,1147160.0
879662,GLO,2020,11,SBBRSBMA,3815220.0
879663,GLO,2020,11,SBGRSBMG,3677580.0
879664,GLO,2020,11,SBGRSBMK,1156300.0
879666,GLO,2020,11,SBBRSBMO,6826000.0
879667,GLO,2020,11,SBGLSBMO,7353000.0
879669,GLO,2020,11,SBGRSBMO,20302100.0
879671,GLO,2020,11,SBMOSBSV,1219610.0
879672,GLO,2020,11,SBBESBMQ,1622960.0
879673,GLO,2020,11,SBBRSBMQ,6801080.0
879674,GLO,2020,11,SBBRSBNF,437682.0
879676,GLO,2020,11,SBGLSBNF,2618180.0
879678,GLO,2020,11,SBGRSBNF,5285830.0
879679,GLO,2020,11,SBNFSBRJ,410640.0
879680,GLO,2020,11,SBNFSBSP,2929880.0
879681,GLO,2020,11,SBBRSBPA,6357400.0
879682,GLO,2020,11,SBCFSBPA,217920.0
879683,GLO,2020,11,SBCTSBPA,718764.0
879686,GLO,2020,11,SBGLSBPA,4115500.0
879689,GLO,2020,11,SBGRSBPA,15987200.0
879691,GLO,2020,11,SBPASBRJ,7543200.0
879693,GLO,2020,11,SBPASBSP,9923600.0
879694,GLO,2020,11,SBGRSBPF,1605820.0
879695,GLO,2020,11,SBBRSBPJ,3210140.0
879696,GLO,2020,11,SBGRSBPL,6819870.0
879699,GLO,2020,11,SBGRSBPS,11076200.0
879700,GLO,2020,11,SBBRSBPV,7319110.0
879701,GLO,2020,11,SBEGSBPV,105018.0
879702,GLO,2020,11,SBBRSBRB,9746300.0
879703,GLO,2020,11,SBCZSBRB,925888.0
879705,GLO,2020,11,SBEGSBRB,52992.0
879707,GLO,2020,11,SBPVSBRB,68093.0
879708,GLO,2020,11,SBBRSBRF,14206200.0
879710,GLO,2020,11,SBFNSBRF,1129290.0
879712,GLO,2020,11,SBFZSBRF,5091870.0
879714,GLO,2020,11,SBGLSBRF,19926600.0
879715,GLO,2020,11,SBGRSBRF,39461000.0
879716,GLO,2020,11,SBRFSBSP,25154100.0
879717,GLO,2020,11,SBRFSBSV,3341050.0
879718,GLO,2020,11,SBBRSBRJ,8975620.0
879719,GLO,2020,11,SBCFSBRJ,2183620.0
879720,GLO,2020,11,SBCTSBRJ,3630800.0
879721,GLO,2020,11,SBFLSBRJ,1745640.0
879722,GLO,2020,11,SBGOSBRJ,1166490.0
879723,GLO,2020,11,SBGRSBRJ,4346150.0
879724,GLO,2020,11,SBKPSBRJ,3582410.0
879725,GLO,2020,11,SBNFSBRJ,470820.0
879726,GLO,2020,11,SBPASBRJ,6264160.0
879728,GLO,2020,11,SBRJSBSP,10152800.0
879729,GLO,2020,11,SBRJSBSV,11087000.0
879730,GLO,2020,11,SBRJSBVT,2146540.0
879731,GLO,2020,11,SBBRSBSG,8116490.0
879732,GLO,2020,11,SBFZSBSG,188825.0
879734,GLO,2020,11,SBGLSBSG,18762200.0
879736,GLO,2020,11,SBGRSBSG,23072500.0
879737,GLO,2020,11,SBSGSBSV,2696690.0
879738,GLO,2020,11,SBGRSBSI,2670720.0
879739,GLO,2020,11,SBBESBSL,244020.0
879740,GLO,2020,11,SBBRSBSL,6062760.0
879741,GLO,2020,11,SBFZSBSL,1294000.0
879742,GLO,2020,11,SBGLSBSL,4308410.0
879743,GLO,2020,11,SBGRSBSL,10685300.0
879744,GLO,2020,11,SBSLSBTE,50403.0
879745,GLO,2020,11,SBBESBSN,1992260.0
879746,GLO,2020,11,SBBRSBSN,1439640.0
879747,GLO,2020,11,SBEGSBSN,257393.0
879748,GLO,2020,11,SBSLSBSN,202756.0
879749,GLO,2020,11,SBBRSBSP,11177300.0
879750,GLO,2020,11,SBCFSBSP,3725640.0
879751,GLO,2020,11,SBCTSBSP,2337190.0
879753,GLO,2020,11,SBFLSBSP,3965980.0
879755,GLO,2020,11,SBFZSBSP,15948900.0
879757,GLO,2020,11,SBGLSBSP,575280.0
879759,GLO,2020,11,SBGOSBSP,2559710.0
879760,GLO,2020,11,SBGRSBSP,3136.0
879761,GLO,2020,11,SBNFSBSP,2988250.0
879762,GLO,2020,11,SBPASBSP,10754900.0
879763,GLO,2020,11,SBRFSBSP,25501200.0
879764,GLO,2020,11,SBRJSBSP,9600550.0
879765,GLO,2020,11,SBSPSBSV,23003600.0
879766,GLO,2020,11,SBSPSBVT,1613300.0
879767,GLO,2020,11,SBBRSBSV,9005500.0
879769,GLO,2020,11,SBCFSBSV,4968000.0
879771,GLO,2020,11,SBFZSBSV,8385050.0
879772,GLO,2020,11,SBGLSBSV,7543070.0
879773,GLO,2020,11,SBGOSBSV,3301240.0
879775,GLO,2020,11,SBGRSBSV,26873600.0
879777,GLO,2020,11,SBJPSBSV,1064900.0
879778,GLO,2020,11,SBKPSBSV,7415390.0
879780,GLO,2020,11,SBMOSBSV,1266880.0
879781,GLO,2020,11,SBRFSBSV,3280700.0
879782,GLO,2020,11,SBRJSBSV,11734500.0
879783,GLO,2020,11,SBSGSBSV,2592880.0
879784,GLO,2020,11,SBSPSBSV,20983400.0
879786,GLO,2020,11,SBSVSBVC,12138.0
879787,GLO,2020,11,SBSVSBVT,2489800.0
879788,GLO,2020,11,SBBRSBTE,3684690.0
879789,GLO,2020,11,SBGRSBTE,12804500.0
879790,GLO,2020,11,SBGRSBUL,1116350.0
879791,GLO,2020,11,SBGRSBVC,4596690.0
879792,GLO,2020,11,SBSVSBVC,19992.0
879793,GLO,2020,11,SBBRSBVT,1878460.0
879795,GLO,2020,11,SBGLSBVT,109934.0
879796,GLO,2020,11,SBGRSBVT,6807250.0
879798,GLO,2020,11,SBRJSBVT,2118040.0
879799,GLO,2020,11,SBSPSBVT,1591380.0
879800,GLO,2020,11,SBSVSBVT,2264450.0
879801,GLO,2020,11,SBGRSBZM,303156.0
879814,GLO,2020,12,SBARSBBR,3717080.0
879815,GLO,2020,12,SBARSBGL,5871590.0
879817,GLO,2020,12,SBARSBGR,14780600.0
879821,GLO,2020,12,SBBESBBR,11034100.0
879822,GLO,2020,12,SBBESBCJ,113160.0
879823,GLO,2020,12,SBBESBEG,2772070.0
879824,GLO,2020,12,SBBESBFZ,7583940.0
879825,GLO,2020,12,SBBESBGL,7312180.0
879826,GLO,2020,12,SBBESBGR,19705200.0
879828,GLO,2020,12,SBBESBMA,223602.0
879830,GLO,2020,12,SBBESBMQ,1511430.0
879831,GLO,2020,12,SBBESBSL,658070.0
879832,GLO,2020,12,SBBESBSN,3128970.0
879834,GLO,2020,12,SBARSBBR,5027170.0
879835,GLO,2020,12,SBBESBBR,11272700.0
879837,GLO,2020,12,SBBRSBBV,10918500.0
879838,GLO,2020,12,SBBRSBCF,2596260.0
879839,GLO,2020,12,SBBRSBCJ,1243180.0
879840,GLO,2020,12,SBBRSBCT,4511940.0
879841,GLO,2020,12,SBBRSBCY,3008030.0
879842,GLO,2020,12,SBBRSBCZ,NULL
879844,GLO,2020,12,SBBRSBEG,10312200.0
879845,GLO,2020,12,SBBRSBFL,5039190.0
879847,GLO,2020,12,SBBRSBFZ,16189100.0
879848,GLO,2020,12,SBBRSBGL,5123880.0
879849,GLO,2020,12,SBBRSBGO,902531.0
879850,GLO,2020,12,SBBRSBGR,17121400.0
879853,GLO,2020,12,SBBRSBJP,8414260.0
879854,GLO,2020,12,SBBRSBKP,3138530.0
879855,GLO,2020,12,SBBRSBLO,706155.0
879856,GLO,2020,12,SBBRSBMA,4251150.0
879858,GLO,2020,12,SBBRSBMO,7571000.0
879859,GLO,2020,12,SBBRSBMQ,7143840.0
879860,GLO,2020,12,SBBRSBNF,928082.0
879861,GLO,2020,12,SBBRSBPA,7151880.0
879863,GLO,2020,12,SBBRSBPJ,3570900.0
879866,GLO,2020,12,SBBRSBPV,6931580.0
879867,GLO,2020,12,SBBRSBRB,9732700.0
879869,GLO,2020,12,SBBRSBRF,16291900.0
879870,GLO,2020,12,SBBRSBRJ,13627700.0
879872,GLO,2020,12,SBBRSBSG,8828440.0
879873,GLO,2020,12,SBBRSBSL,7246220.0
879874,GLO,2020,12,SBBRSBSN,5316620.0
879877,GLO,2020,12,SBBRSBSP,12738200.0
879879,GLO,2020,12,SBBRSBSV,10569000.0
879880,GLO,2020,12,SBBRSBTE,5325130.0
879882,GLO,2020,12,SBBRSBVT,3247690.0
879885,GLO,2020,12,SBBRSBBV,11714200.0
879887,GLO,2020,12,SBCASBGR,2020700.0
879888,GLO,2020,12,SBCBSBGR,56750.0
879890,GLO,2020,12,SBBRSBCF,2581490.0
879894,GLO,2020,12,SBCFSBGR,8034210.0
879897,GLO,2020,12,SBCFSBPS,NULL
879899,GLO,2020,12,SBCFSBRJ,2319750.0
879903,GLO,2020,12,SBCFSBSP,4420460.0
879905,GLO,2020,12,SBCFSBSV,5043840.0
879907,GLO,2020,12,SBCGSBGR,11443600.0
879908,GLO,2020,12,SBCGSBKP,151524.0
879910,GLO,2020,12,SBCHSBGR,5013870.0
879911,GLO,2020,12,SBBESBCJ,183264.0
879912,GLO,2020,12,SBBRSBCJ,1523500.0
879914,GLO,2020,12,SBBRSBCT,4571450.0
879917,GLO,2020,12,SBCTSBGL,1441570.0
879919,GLO,2020,12,SBCTSBGR,5964430.0
879920,GLO,2020,12,SBCTSBPA,1352090.0
879921,GLO,2020,12,SBCTSBRJ,4315580.0
879922,GLO,2020,12,SBCTSBSP,2908830.0
879924,GLO,2020,12,SBCXSBGR,1579270.0
879925,GLO,2020,12,SBBRSBCY,3784180.0
879929,GLO,2020,12,SBCYSBGR,17014700.0
879931,GLO,2020,12,SBBRSBCZ,NULL
879932,GLO,2020,12,SBCZSBRB,902208.0
879933,GLO,2020,12,SBDNSBGR,655922.0
879935,GLO,2020,12,SBBESBEG,3759310.0
879937,GLO,2020,12,SBBRSBEG,12493100.0
879939,GLO,2020,12,SBEGSBFZ,14359100.0
879941,GLO,2020,12,SBEGSBGL,7612880.0
879943,GLO,2020,12,SBEGSBGR,22884000.0
879945,GLO,2020,12,SBEGSBPV,619454.0
879948,GLO,2020,12,SBEGSBSN,1100840.0
879949,GLO,2020,12,SBFISBGL,3504600.0
879951,GLO,2020,12,SBFISBGR,6070480.0
879953,GLO,2020,12,SBBRSBFL,4508330.0
879954,GLO,2020,12,SBCTSBFL,73800.0
879956,GLO,2020,12,SBFLSBGL,4598780.0
879958,GLO,2020,12,SBFLSBGR,8220940.0
879960,GLO,2020,12,SBFLSBRJ,2231640.0
879962,GLO,2020,12,SBFLSBSP,2545900.0
879965,GLO,2020,12,SBFNSBRF,1616800.0
879966,GLO,2020,12,SBBESBFZ,6308210.0
879968,GLO,2020,12,SBBRSBFZ,12512300.0
879971,GLO,2020,12,SBEGSBFZ,11880700.0
879973,GLO,2020,12,SBFZSBGL,27266900.0
879976,GLO,2020,12,SBFZSBGR,37988500.0
879977,GLO,2020,12,SBFZSBJU,819145.0
879979,GLO,2020,12,SBFZSBRF,4526940.0
879980,GLO,2020,12,SBFZSBSG,570625.0
879981,GLO,2020,12,SBFZSBSL,1475810.0
879983,GLO,2020,12,SBFZSBSP,18853500.0
879985,GLO,2020,12,SBFZSBSV,8387080.0
879986,GLO,2020,12,SBARSBGL,6269690.0
879987,GLO,2020,12,SBBESBGL,7608380.0
879989,GLO,2020,12,SBBRSBGL,5403570.0
879991,GLO,2020,12,SBCFSBGL,40906.0
879993,GLO,2020,12,SBCTSBGL,1499440.0
879996,GLO,2020,12,SBEGSBGL,5719620.0
879997,GLO,2020,12,SBFISBGL,3394860.0
879999,GLO,2020,12,SBFLSBGL,4516050.0
880001,GLO,2020,12,SBFZSBGL,26992600.0
880005,GLO,2020,12,SBGLSBGR,4048720.0
880007,GLO,2020,12,SBGLSBJP,22187300.0
880008,GLO,2020,12,SBGLSBKP,50148.0
880010,GLO,2020,12,SBGLSBMO,6012270.0
880012,GLO,2020,12,SBGLSBNF,2761200.0
880014,GLO,2020,12,SBGLSBPA,4275940.0
880017,GLO,2020,12,SBGLSBRF,19547400.0
880020,GLO,2020,12,SBGLSBSG,17291000.0
880021,GLO,2020,12,SBGLSBSL,3828950.0
880025,GLO,2020,12,SBGLSBSV,9801250.0
880026,GLO,2020,12,SBBRSBGO,951268.0
880029,GLO,2020,12,SBGLSBGO,141984.0
880032,GLO,2020,12,SBGOSBGR,10189400.0
880034,GLO,2020,12,SBGOSBRJ,3069460.0
880036,GLO,2020,12,SBGOSBSP,1551110.0
880038,GLO,2020,12,SBGOSBSV,5872180.0
880040,GLO,2020,12,SBARSBGR,17278500.0
880041,GLO,2020,12,SBBESBGR,20101400.0
880042,GLO,2020,12,SBBRSBGR,17459100.0
880043,GLO,2020,12,SBCASBGR,2007490.0
880044,GLO,2020,12,SBCBSBGR,97610.0
880047,GLO,2020,12,SBCFSBGR,8722660.0
880048,GLO,2020,12,SBCGSBGR,10911200.0
880049,GLO,2020,12,SBCHSBGR,5312270.0
880052,GLO,2020,12,SBCTSBGR,6094020.0
880053,GLO,2020,12,SBCXSBGR,1702340.0
880054,GLO,2020,12,SBCYSBGR,15588900.0
880055,GLO,2020,12,SBDNSBGR,665390.0
880057,GLO,2020,12,SBEGSBGR,18924800.0
880059,GLO,2020,12,SBFISBGR,5819520.0
880061,GLO,2020,12,SBFLSBGR,9580540.0
880063,GLO,2020,12,SBFZSBGR,43142500.0
880066,GLO,2020,12,SBGLSBGR,4222950.0
880069,GLO,2020,12,SBGOSBGR,10229800.0
880071,GLO,2020,12,SBGRSBIL,10669200.0
880074,GLO,2020,12,SBGRSBJP,19841400.0
880075,GLO,2020,12,SBGRSBJU,16948100.0
880076,GLO,2020,12,SBGRSBJV,597504.0
880077,GLO,2020,12,SBGRSBKG,6126980.0
880080,GLO,2020,12,SBGRSBLO,1719790.0
880082,GLO,2020,12,SBGRSBMG,1901790.0
880084,GLO,2020,12,SBGRSBMK,1315900.0
880086,GLO,2020,12,SBGRSBMO,21075800.0
880087,GLO,2020,12,SBGRSBNF,5678760.0
880090,GLO,2020,12,SBGRSBPA,17894200.0
880091,GLO,2020,12,SBGRSBPF,2459090.0
880092,GLO,2020,12,SBGRSBPL,11625000.0
880094,GLO,2020,12,SBGRSBPS,11063000.0
880096,GLO,2020,12,SBGRSBRF,42368800.0
880097,GLO,2020,12,SBGRSBRJ,4579740.0
880099,GLO,2020,12,SBGRSBSG,24261800.0
880100,GLO,2020,12,SBGRSBSI,3124940.0
880101,GLO,2020,12,SBGRSBSL,11389300.0
880104,GLO,2020,12,SBGRSBSV,31922200.0
880106,GLO,2020,12,SBGRSBTE,17241100.0
880108,GLO,2020,12,SBGRSBUL,1759800.0
880109,GLO,2020,12,SBGRSBVC,7607360.0
880111,GLO,2020,12,SBGRSBVT,9473210.0
880112,GLO,2020,12,SBGRSBZM,452328.0
880117,GLO,2020,12,SBGRSBIL,7233070.0
880119,GLO,2020,12,SBGLSBJE,172095.0
880121,GLO,2020,12,SBGRSBJE,NULL
880125,GLO,2020,12,SBBRSBJP,6463150.0
880128,GLO,2020,12,SBGLSBJP,18101300.0
880130,GLO,2020,12,SBGRSBJP,15879700.0
880132,GLO,2020,12,SBJPSBSV,1999730.0
880133,GLO,2020,12,SBFZSBJU,717485.0
880134,GLO,2020,12,SBGLSBJU,298095.0
880136,GLO,2020,12,SBGRSBJU,14919500.0
880137,GLO,2020,12,SBGRSBJV,504144.0
880139,GLO,2020,12,SBGRSBKG,4759770.0
880140,GLO,2020,12,SBBRSBKP,3614140.0
880142,GLO,2020,12,SBGLSBKP,44576.0
880147,GLO,2020,12,SBKPSBRJ,2830280.0
880148,GLO,2020,12,SBKPSBSP,29652.0
880150,GLO,2020,12,SBKPSBSV,7765310.0
880152,GLO,2020,12,SBBRSBLO,696310.0
880154,GLO,2020,12,SBGRSBLO,1585080.0
880159,GLO,2020,12,SBBESBMA,209683.0
880160,GLO,2020,12,SBBRSBMA,4482620.0
880162,GLO,2020,12,SBGRSBMG,1985980.0
880164,GLO,2020,12,SBGRSBMK,1276000.0
880166,GLO,2020,12,SBBRSBMO,6513960.0
880172,GLO,2020,12,SBGLSBMO,3653010.0
880176,GLO,2020,12,SBGRSBMO,19284500.0
880184,GLO,2020,12,SBMOSBSV,1521470.0
880186,GLO,2020,12,SBBESBMQ,1707180.0
880187,GLO,2020,12,SBBRSBMQ,8689870.0
880188,GLO,2020,12,SBBRSBNF,844714.0
880189,GLO,2020,12,SBGLSBNF,2826340.0
880190,GLO,2020,12,SBGRSBNF,5374030.0
880191,GLO,2020,12,SBNFSBRJ,921108.0
880193,GLO,2020,12,SBNFSBSP,2989080.0
880195,GLO,2020,12,SBBRSBPA,6630260.0
880196,GLO,2020,12,SBCTSBPA,1192960.0
880198,GLO,2020,12,SBGLSBPA,4399360.0
880201,GLO,2020,12,SBGRSBPA,17018600.0
880202,GLO,2020,12,SBKPSBPA,149454.0
880204,GLO,2020,12,SBPASBRJ,10719500.0
880206,GLO,2020,12,SBPASBSP,9652080.0
880208,GLO,2020,12,SBGRSBPF,2135550.0
880209,GLO,2020,12,SBBRSBPJ,3875060.0
880210,GLO,2020,12,SBPJSBSV,1198860.0
880211,GLO,2020,12,SBGRSBPL,9672580.0
880217,GLO,2020,12,SBGRSBPS,9018980.0
880227,GLO,2020,12,SBBRSBPV,8369060.0
880229,GLO,2020,12,SBEGSBPV,682617.0
880230,GLO,2020,12,SBBRSBRB,10720200.0
880231,GLO,2020,12,SBCZSBRB,1161500.0
880233,GLO,2020,12,SBBRSBRF,14489000.0
880236,GLO,2020,12,SBFNSBRF,1869890.0
880237,GLO,2020,12,SBFZSBRF,5508200.0
